Stagione;Data;Da;A;Nome;Spesa_A;Entrata_Da;Tipo_operazione;Costo_contratto;TP;Primavera
2020-21;2021-02-03;Big Black Cimamori;Big Black Cimamori;NESTOROVSKI;0,2;0,0;SVI;;;
2020-21;2021-02-03;Parter;Parter;INGLESE;0,3;0,0;SVI;;;
2020-21;2021-02-03;Vanndoria;Vanndoria;VOJVODA;0,3;0,0;SVI;;;
2020-21;2021-02-03;Big Black Cimamori;Big Black Cimamori;JAJALO;0,2;0,0;SVI;;;
2020-21;2021-02-03;Big Black Cimamori;Big Black Cimamori;PETRICCIONE;0,2;0,0;SVI;;;
2020-21;2021-02-03;Big Black Cimamori;Big Black Cimamori;AYHAN;0,2;0,0;SVI;;;
2020-21;2021-02-03;Big Black Cimamori;Big Black Cimamori;GHOULAM;0,2;0,0;SVI;;;
2020-21;2021-02-03;FK Partizena;FK Partizena;SANTON;0,2;0,0;SVI;;;
2020-21;2021-02-03;Vanndoria;Vanndoria;RRAHMANI;0,2;0,0;SVI;;;
2020-21;2021-02-03;Los Angeles;Los Angeles;LOBOTKA;0,2;0,0;SVI;;;
2020-21;2021-02-03;Los Angeles;Los Angeles;OLSEN;0,2;0,0;SVI;;;
2020-21;2021-02-04;;Der Holzfaller;RUGANI;0,15;0,0;DEF;0,15;2024-06-30;
2020-21;2021-02-04;;CSKA Moscow Mule;ZAPPA;1,0;0,0;DEF;0,1;2021-08-13;
2020-21;2021-02-04;;Der Holzfaller;DESTRO;1,0;0,0;DEF;0,05;2024-06-30;
2020-21;2021-02-04;;Vanndoria;NZOLA;4,0;0,0;DEF;0,1;2023-06-30;
2020-21;2021-02-04;;Der Holzfaller;MAN;0,2;0,0;DEF;0,15;2021-08-31;
2020-21;2021-02-04;;Agghiaggiande;MESSIAS;0,25;0,0;DEF;0,05;2024-06-30;
2020-21;2021-02-04;;Big Black Cimamori;SINGO;2,8;0,0;DEF;0,1;2023-06-30;
2020-21;2021-02-04;;Olympique Bidet;VILLAR;0,55;0,0;DEF;0,1;2022-01-12;
2020-21;2021-02-04;;ACDF;MAYORAL;7,1;0,0;DEF;0,1;2022-01-12;
2020-21;2021-02-04;;Big Black Cimamori;POBEGA;0,95;0,0;DEF;0,05;2021-07-14;
2020-21;2021-02-04;;Big Black Cimamori;EL SHAARAWY;2,05;0,0;DEF;0,05;2022-07-01;
2020-21;2021-02-04;;CSKA Moscow Mule;KOVALENKO;0,15;0,0;DEF;0,1;2022-01-12;
2020-21;2021-02-04;;Los Angeles;SCAMACCA;0,55;0,0;DEF;0,1;2022-07-27;
2020-21;2021-02-04;;Parter;MAEHLE;0,5;0,0;DEF;0,1;2021-08-09;
2020-21;2021-02-04;;Vanndoria;MOLINA S.;0,05;0,0;DEF;0,05;2021-07-20;
2020-21;2021-02-04;;Parter;TOMORI;0,3;0,0;DEF;0,15;2021-08-09;
2020-21;2021-02-04;;CSKA Moscow Mule;SANABRIA;0,05;0,0;DEF;0,1;2021-07-19;
2020-21;2021-02-04;;FK Partizena;LUKIC;0,45;0,0;DEF;0,1;2023-06-30;
2020-21;2021-02-04;;FK Partizena;YOSHIDA;0,05;0,0;DEF;0,05;2021-07-05;
2020-21;2021-02-04;;Parter;SVANBERG;0,55;0,0;DEF;0,15;2021-08-09;
2020-21;2021-02-04;;Parter;LLORENTE;0,05;0,0;DEF;0,02;2021-06-30;
2020-21;2021-02-04;;Parter;PATRIC;0,05;0,0;DEF;0,05;2021-07-20;
2020-21;2021-02-04;;Big Black Cimamori;KOKORIN;0,05;0,0;DEF;0,02;2021-06-30;
2020-21;2021-02-04;;FK Partizena;VIGNATO;0,4;0,0;DEF;0,05;2022-07-16;
2020-21;2021-02-04;;Big Black Cimamori;KALULU;0,05;0,0;DEF;0,02;2021-06-30;
2020-21;2021-02-04;;Olympique Bidet;ARSLAN;0,05;0,0;DEF;0,05;2022-06-30;
2020-21;2021-02-04;;Olympique Bidet;CORDAZ;0,05;0,0;DEF;0,02;2021-06-30;
2020-21;2021-02-04;;Vanndoria;ILIC;0,5;0,0;DEF;0,1;2021-07-20;
2020-21;2021-02-04;;ACDF;SCHIATTARELLA;0,05;0,0;DEF;0,02;2021-06-30;
2020-21;2021-02-04;;Der Holzfaller;STROOTMAN;0,6;0,0;DEF;0,1;2021-07-10;
2020-21;2021-05-24;;Agghiaggiande;FARAONI;0,3;0,0;RIN;;;
2020-21;2021-05-24;;Agghiaggiande;PINSOGLIO;0,3;0,0;RIN;;;
2020-21;2021-05-24;;Agghiaggiande;ZACCAGNI;0,3;0,0;RIN;;;
2020-21;2021-05-24;;Agghiaggiande;PERIN;0,3;0,0;RIN;;;
2020-21;2021-05-24;;Olympique Bidet;COLLEY;0,3;0,0;RIN;;;
2020-21;2021-05-24;;FK Partizena;DARMIAN;0,25;0,0;RIN;;;
2020-21;2021-05-24;;FK Partizena;PEZZELLA GER.;0,25;0,0;RIN;;;
2020-21;2021-05-24;;FK Partizena;EKDAL;0,25;0,0;RIN;;;
2020-21;2021-05-24;;FK Partizena;CAPUTO;0,25;0,0;RIN;;;
2020-21;2021-05-24;;Agghiaggiande;SALCEDO E.;0,3;0,0;RIN;;;
2020-21;2021-05-24;;Olympique Bidet;SANCHEZ;0,25;0,0;RIN;;;
2020-21;2021-05-24;;Olympique Bidet;IGOR;0,25;0,0;RIN;;;
2020-21;2021-05-24;;Vanndoria;MIRANTE;0,2;0,0;RIN;;;
2020-21;2021-05-24;;Vanndoria;CACERES;0,2;0,0;RIN;;;
2020-21;2021-05-24;;Big Black Cimamori;DALOT;0,2;0,0;RIN;;;
2020-21;2021-05-24;;Big Black Cimamori;BADELJ;0,2;0,0;RIN;;;
2020-21;2021-05-24;;Vanndoria;MIGUEL VELOSO;0,2;0,0;RIN;;;
2020-21;2021-05-24;;Big Black Cimamori;OSPINA;0,2;0,0;RIN;;;
2020-21;2021-05-24;;Agghiaggiande;DOMINGUEZ;0,2;0,0;RIN;;;
2020-21;2021-05-24;;Olympique Bidet;ANSALDI;0,2;0,0;RIN;;;
2020-21;2021-05-24;;CSKA Moscow Mule;GERVINHO;0,2;0,0;RIN;;;
2020-21;2021-05-24;;CSKA Moscow Mule;KURTIC;0,2;0,0;RIN;;;
2020-21;2021-05-25;;ACDF;CALHANOGLU;0,25;0,0;RIN;;;
2020-21;2021-05-25;;ACDF;RAFAEL LEAO;0,25;0,0;RIN;;;
2020-21;2021-05-25;;ACDF;TOMIYASU;0,25;0,0;RIN;;;
2020-21;2021-05-25;;FK Partizena;KOUAME';0,25;0,0;RIN;;;
2020-21;2021-05-25;;ACDF;BONAVENTURA;0,2;0,0;RIN;;;
2020-21;2021-05-25;;FK Partizena;TERRACCIANO;0,2;0,0;RIN;;;
2020-21;2021-05-25;;FK Partizena;SEPE;0,2;0,0;RIN;;;
2021-22;2021-07-01;FK Partizena;CSKA Moscow Mule;SANSONE;0,0;0,0;DEF;0,0;2021-07-19;
2021-22;2021-07-01;Olympique Bidet;ACDF;ZAPPACOSTA;0,0;0,0;DEF;0,0;2022-01-12;
2021-22;2021-07-01;CSKA Moscow Mule;FK Partizena;MULDUR;0,0;0,0;DEF;0,0;2021-08-22;
2021-22;2021-07-01;CSKA Moscow Mule;ACDF;CASTILLEJO;0,0;0,0;DEF;0,0;2022-06-30;
2021-22;2021-07-01;Parter;Parter;RECA;0,2;0,0;SVI;;;
2021-22;2021-07-01;Agghiaggiande;CSKA Moscow Mule;GHIGLIONE;0,0;0,0;DEF;0,0;2021-08-13;
2021-22;2021-07-01;Los Angeles;Los Angeles;IAGO FALQUE;0,2;0,0;SVI;;;
2021-22;2021-07-01;CSKA Moscow Mule;Agghiaggiande;PERIN;0,0;0,0;DEF;0,0;2024-06-30;
2021-22;2021-07-01;CSKA Moscow Mule;;OSORIO;0,0;0,05;IND;;;
2021-22;2021-07-01;Parter;Der Holzfaller;RIBERY;0,0;0,0;DEF;0,0;2021-07-02;
2021-22;2021-07-01;ACDF;CSKA Moscow Mule;HARASLIN;0,0;0,0;DEF;0,0;2021-07-18;
2021-22;2021-07-01;Parter;;IONITA;0,0;0,15;IND;;;
2021-22;2021-07-01;Olympique Bidet;;LULIC;0,0;0,4;IND;;;
2021-22;2021-07-01;CSKA Moscow Mule;;KURTIC;0,0;0,2;IND;;;
2021-22;2021-07-01;CSKA Moscow Mule;;GERVINHO;0,0;0,65;IND;;;
2021-22;2021-07-01;Der Holzfaller;;CYPRIEN;0,0;1,75;IND;;;
2021-22;2021-07-01;Los Angeles;;CORNELIUS;0,0;1,65;IND;;;
2021-22;2021-07-01;Der Holzfaller;;MARLON;0,0;0,25;IND;;;
2021-22;2021-07-01;Parter;;BARRECA;0,0;0,1;IND;;;
2021-22;2021-07-01;Olympique Bidet;;PEREIRA A.;0,0;0,05;IND;;;
2021-22;2021-07-01;Olympique Bidet;;OUWEJAN;0,0;0,35;IND;;;
2021-22;2021-07-01;Los Angeles;;DOUGLAS COSTA;0,0;0,85;IND;;;
2021-22;2021-07-02;Der Holzfaller;;RIBERY;0,0;2,45;IND;;;
2021-22;2021-07-05;FK Partizena;CSKA Moscow Mule;YOSHIDA;0,0;0,0;DEF;0,05;2022-07-01;
2021-22;2021-07-05;CSKA Moscow Mule;FK Partizena;TOLJAN;0,0;0,0;DEF;0,05;2022-01-03;
2021-22;2021-07-07;Der Holzfaller;;HAKIMI;0,0;8,0;IND;;;
2021-22;2021-07-08;CSKA Moscow Mule;FK Partizena;ROMAGNOLI;1,5;1,5;DEF;0,15;2025-06-30;
2021-22;2021-07-08;FK Partizena;;BANI;0,0;0,2;IND;;;
2021-22;2021-07-09;Parter;CSKA Moscow Mule;MANOLAS;1,3;1,3;DEF;0,1;2022-01-03;
2021-22;2021-07-09;Vanndoria;CSKA Moscow Mule;RABIOT;2,0;2,0;DEF;0,1;2022-01-03;
2021-22;2021-07-09;CSKA Moscow Mule;Vanndoria;TRAORE' HJ.;2,0;2,0;DEF;0,1;2022-07-06;
2021-22;2021-07-09;Vanndoria;;PAU LOPEZ;0,0;0,35;IND;;;
2021-22;2021-07-10;Der Holzfaller;CSKA Moscow Mule;STROOTMAN;2,0;2,0;DEF;0,1;2022-07-01;
2021-22;2021-07-10;Der Holzfaller;CSKA Moscow Mule;SAPONARA;0,05;0,05;DEF;0,02;2022-07-30;
2021-22;2021-07-10;CSKA Moscow Mule;Der Holzfaller;TAMEZE;1,5;1,5;DEF;0,15;2025-06-30;
2021-22;2021-07-10;FK Partizena;Der Holzfaller;MILENKOVIC;2,5;2,5;DEF;0,1;2024-06-30;
2021-22;2021-07-10;CSKA Moscow Mule;Der Holzfaller;WALACE;0,05;0,05;DEF;0,02;2022-01-03;
2021-22;2021-07-10;Der Holzfaller;FK Partizena;RUIZ;4,5;4,5;DEF;0,15;2022-08-30;
2021-22;2021-07-10;CSKA Moscow Mule;Der Holzfaller;MKHITARYAN;8,5;8,5;DEF;0,2;2026-06-30;
2021-22;2021-07-11;ACDF;Parter;DAMSGAARD;3,0;3,0;DEF;0,15;2022-07-01;
2021-22;2021-07-11;Parter;;DE PAUL;0,0;7,05;IND;;;
2021-22;2021-07-13;ACDF;Vanndoria;ORSOLINI;2,5;2,5;DEF;0,1;2022-01-31;
2021-22;2021-07-13;ACDF;Vanndoria;HERNANDEZ T.;7,5;7,5;DEF;0,1;2024-06-30;
2021-22;2021-07-13;Vanndoria;Parter;BARROW;5,5;5,5;DEF;0,15;2022-01-03;
2021-22;2021-07-13;Vanndoria;Parter;CONTI;0,5;0,5;DEF;0,15;2022-08-31;
2021-22;2021-07-13;Los Angeles;;ESPOSITO;0,0;0,4;IND;;;
2021-22;2021-07-14;CSKA Moscow Mule;Big Black Cimamori;CALAFIORI;0,1;0,1;DEF;0,1;2022-07-05;
2021-22;2021-07-14;Los Angeles;CSKA Moscow Mule;IBRAHIMOVIC;4,0;4,0;DEF;0,1;2022-07-01;
2021-22;2021-07-14;Los Angeles;CSKA Moscow Mule;PAVOLETTI;2,5;2,5;DEF;0,05;2022-01-03;
2021-22;2021-07-14;CSKA Moscow Mule;Los Angeles;BERARDI;11,0;11,0;DEF;0,15;2022-07-16;
2021-22;2021-07-14;CSKA Moscow Mule;Big Black Cimamori;SPINAZZOLA;1,9;1,9;DEF;0,1;2022-07-05;
2021-22;2021-07-14;CSKA Moscow Mule;Los Angeles;QUAGLIARELLA;2,5;2,5;DEF;0,05;2023-06-30;
2021-22;2021-07-14;CSKA Moscow Mule;Big Black Cimamori;RODRIGO BECAO;0,5;0,5;DEF;0,02;2022-01-03;
2021-22;2021-07-14;Big Black Cimamori;CSKA Moscow Mule;DALOT;0,5;0,5;DEF;0,05;2021-08-21;
2021-22;2021-07-14;Vanndoria;Big Black Cimamori;REBIC;6,0;6,0;DEF;0,05;2022-07-12;
2021-22;2021-07-14;Big Black Cimamori;Vanndoria;DIAZ B.;3,5;3,5;DEF;0,1;2024-06-30;
2021-22;2021-07-14;Big Black Cimamori;Vanndoria;POBEGA;2,5;2,5;DEF;0,1;2024-06-30;
2021-22;2021-07-14;Big Black Cimamori;CSKA Moscow Mule;CALABRIA;1,5;1,5;DEF;0,1;2022-07-29;
2021-22;2021-07-15;ACDF;;DONNARUMMA G.;0,0;1,5;IND;;;
2021-22;2021-07-16;Big Black Cimamori;FK Partizena;LOZANO;6,5;6,5;DEF;0,15;2022-07-16;
2021-22;2021-07-16;Olympique Bidet;;KUCKA;0,0;0,3;IND;;;
2021-22;2021-07-17;Der Holzfaller;Olympique Bidet;DE ROON;3,5;3,5;DEF;0,1;2024-06-30;
2021-22;2021-07-17;Olympique Bidet;CSKA Moscow Mule;MILINKOVIC-SAVIC;6,5;6,5;DEF;0,15;2025-06-30;
2021-22;2021-07-17;CSKA Moscow Mule;Olympique Bidet;VERETOUT;4,0;4,0;DEF;0,15;2022-08-05;
2021-22;2021-07-18;Der Holzfaller;Parter;HICKEY;1,6;1,6;DEF;0,2;2022-07-09;
2021-22;2021-07-18;CSKA Moscow Mule;Der Holzfaller;CRISCITO;0,0;0,0;PRE 1a;;2022-06-30;
2021-22;2021-07-18;Parter;FK Partizena;MANCINI;3,5;3,5;DEF;0,15;2025-06-30;
2021-22;2021-07-18;CSKA Moscow Mule;Der Holzfaller;HARASLIN;0,05;0,05;DEF;0,02;2021-08-30;
2021-22;2021-07-18;Der Holzfaller;CSKA Moscow Mule;DJIMSITI;0,2;0,2;PRE 1a;;2022-06-30;
2021-22;2021-07-18;Parter;FK Partizena;DEMME;1,5;1,5;DEF;0,1;2022-01-03;
2021-22;2021-07-18;FK Partizena;Olympique Bidet;LAZOVIC;2,0;2,0;DEF;0,05;2023-06-30;
2021-22;2021-07-18;FK Partizena;Parter;LOCATELLI;4,0;4,0;DEF;0,2;2026-06-30;
2021-22;2021-07-19;FK Partizena;CSKA Moscow Mule;CAPUTO;5,05;5,05;DEF;0,1;2022-08-11;
2021-22;2021-07-19;FK Partizena;CSKA Moscow Mule;SOTTIL;1,5;1,5;DEF;0,15;2022-01-03;
2021-22;2021-07-19;CSKA Moscow Mule;FK Partizena;SANABRIA;2,5;2,5;DEF;0,1;2022-08-30;
2021-22;2021-07-19;CSKA Moscow Mule;FK Partizena;SANSONE;0,5;0,5;DEF;0,05;2023-06-30;
2021-22;2021-07-20;Vanndoria;Parter;ILIC;2,0;2,0;DEF;0,15;2025-06-30;
2021-22;2021-07-20;Parter;Vanndoria;VECINO;2,0;2,0;DEF;0,05;2023-06-30;
2021-22;2021-07-20;Parter;Vanndoria;PATRIC;0,4;0,4;DEF;0,05;2023-06-30;
2021-22;2021-07-20;Vanndoria;;MOLINA S.;0,0;0,05;IND;;;
2021-22;2021-07-23;CSKA Moscow Mule;Vanndoria;AMRABAT;2,5;2,5;DEF;0,1;2024-06-30;
2021-22;2021-07-23;CSKA Moscow Mule;Vanndoria;BIRAGHI;1,0;1,0;DEF;0,05;2022-08-13;
2021-22;2021-07-23;Vanndoria;CSKA Moscow Mule;DANILO;3,0;3,0;DEF;0,1;2022-01-12;
2021-22;2021-07-23;Vanndoria;CSKA Moscow Mule;LINETTY;1,5;1,5;DEF;0,05;2021-09-06;
2021-22;2021-07-24;Los Angeles;;MEITE';0,0;0,45;IND;;;
2021-22;2021-07-27;Agghiaggiande;;DELL'ORCO;0,0;0,25;IND;;;
2021-22;2021-07-28;Olympique Bidet;;ERIKSEN;0,0;5,0;IND;;;
2021-22;2021-07-28;Big Black Cimamori;;PEDRO;0,0;2,95;IND;;;
2021-22;2021-08-03;Los Angeles;CSKA Moscow Mule;SIRIGU;1,0;1,0;DEF;0,1;2024-06-30;
2021-22;2021-08-04;Parter;Big Black Cimamori;LUKAKU;16,0;16,0;DEF;0,1;2021-08-12;
2021-22;2021-08-06;CSKA Moscow Mule;Parter;AGUDELO;0,0;0,0;PRE 1a;;2022-06-30;
2021-22;2021-08-06;Parter;CSKA Moscow Mule;SCHOUTEN;0,0;0,0;PRE 1a;;2022-06-30;
2021-22;2021-08-06;Agghiaggiande;Der Holzfaller;MCKENNIE;4,0;4,0;DEF;0,2;2026-06-30;
2021-22;2021-08-09;Vanndoria;Big Black Cimamori;ZANIOLO;7,0;7,0;DEF;0,1;2022-01-03;
2021-22;2021-08-09;Parter;Vanndoria;PASALIC;4,0;4,0;DEF;0,1;2022-07-11;
2021-22;2021-08-09;Parter;Vanndoria;MAEHLE;4,0;4,0;DEF;0,1;2022-07-31;
2021-22;2021-08-09;Big Black Cimamori;Vanndoria;MARTINEZ L.;14,0;14,0;DEF;0,1;2024-06-30;
2021-22;2021-08-09;Parter;Vanndoria;SVANBERG;4,0;4,0;DEF;0,1;2022-07-16;
2021-22;2021-08-09;Parter;Big Black Cimamori;TOMORI;2,0;2,0;DEF;0,1;2024-06-30;
2021-22;2021-08-09;Vanndoria;Parter;VLAHOVIC;15,0;15,0;DEF;0,2;2026-06-30;
2021-22;2021-08-10;Agghiaggiande;CSKA Moscow Mule;PEREYRA;5,0;5,0;DEF;0,1;2022-07-31;
2021-22;2021-08-12;Big Black Cimamori;;LUKAKU;0,0;16,0;IND;;;
2021-22;2021-08-13;Parter;CSKA Moscow Mule;CUADRADO;2,0;2,0;DEF;0,1;2024-06-30;
2021-22;2021-08-13;Parter;CSKA Moscow Mule;SENSI;3,0;3,0;DEF;0,1;2022-01-03;
2021-22;2021-08-13;CSKA Moscow Mule;Parter;ZAPPA;1,5;1,5;DEF;0,2;2022-07-01;
2021-22;2021-08-13;CSKA Moscow Mule;Parter;SAELEMAEKERS;4,0;4,0;DEF;0,2;2022-08-30;
2021-22;2021-08-13;CSKA Moscow Mule;Der Holzfaller;GHIGLIONE;0,05;0,05;DEF;0,02;2022-01-03;
2021-22;2021-08-14;FK Partizena;;NAINGGOLAN;0,0;2,5;IND;;;
2021-22;2021-08-14;FK Partizena;;SEPE;0,0;0,05;IND;;;
2021-22;2021-08-14;FK Partizena;;ROMERO;0,0;0,3;IND;;;
2021-22;2021-08-14;Olympique Bidet;;KEITA B.;0,0;4,65;IND;;;
2021-22;2021-08-17;Big Black Cimamori;CSKA Moscow Mule;HYSAJ;1,2;1,2;DEF;0,1;2022-01-03;
2021-22;2021-08-18;Vanndoria;ACDF;DI LORENZO;2,5;2,5;DEF;0,1;2024-06-30;
2021-22;2021-08-18;ACDF;Vanndoria;TOMIYASU;2,5;2,5;DEF;0,1;2021-08-31;
2021-22;2021-08-18;Olympique Bidet;CSKA Moscow Mule;FARES;0,1;0,1;DEF;0,05;2022-01-03;
2021-22;2021-08-20;FK Partizena;Olympique Bidet;PULGAR;2,5;2,5;DEF;0,1;2022-02-03;
2021-22;2021-08-20;FK Partizena;;PEZZELLA GER.;0,0;0,4;IND;;;
2021-22;2021-08-20;Olympique Bidet;;JANKTO;0,0;0,2;IND;;;
2021-22;2021-08-21;CSKA Moscow Mule;Big Black Cimamori;AUDERO;2,5;2,5;DEF;0,1;2022-07-01;
2021-22;2021-08-21;CSKA Moscow Mule;ACDF;ZAPATA D.;12,0;12,0;DEF;0,1;2024-06-30;
2021-22;2021-08-21;Big Black Cimamori;CSKA Moscow Mule;MERET;8,5;8,5;DEF;0,1;2024-06-30;
2021-22;2021-08-21;CSKA Moscow Mule;Big Black Cimamori;CONSIGLI;2,5;2,5;DEF;0,02;2023-06-30;
2021-22;2021-08-21;FK Partizena;Parter;PINAMONTI;1,55;1,55;DEF;0,2;2026-06-30;
2021-22;2021-08-21;Big Black Cimamori;CSKA Moscow Mule;OSPINA;0,5;0,5;DEF;0,05;2022-07-12;
2021-22;2021-08-21;FK Partizena;;KOUAME';0,0;0,15;IND;;;
2021-22;2021-08-21;CSKA Moscow Mule;;DALOT;0,0;0,5;IND;;;
2021-22;2021-08-21;ACDF;CSKA Moscow Mule;BELOTTI;8,0;8,0;DEF;0,1;2022-01-03;
2021-22;2021-08-22;Big Black Cimamori;FK Partizena;MARIO RUI;0,0;0,0;DEF;0,1;2024-06-30;
2021-22;2021-08-22;FK Partizena;Big Black Cimamori;MULDUR;0,2;0,2;DEF;0,05;2023-06-30;
2021-22;2021-08-25;Big Black Cimamori;ACDF;MALCUIT;0,05;0,05;DEF;0,05;2022-08-20;
2021-22;2021-08-25;ACDF;Der Holzfaller;ARTHUR;4,05;4,05;DEF;0,15;2022-01-03;
2021-22;2021-08-25;Der Holzfaller;ACDF;BARAK;4,8;4,8;DEF;0,1;2022-08-20;
2021-22;2021-08-25;ACDF;;DI CARMINE;0,0;0,05;IND;;;
2021-22;2021-08-27;Agghiaggiande;;RONALDO;0,0;3,35;IND;;;
2021-22;2021-08-29;CSKA Moscow Mule;CSKA Moscow Mule;CETIN;0,2;0,0;SVI;;;
2021-22;2021-08-29;Der Holzfaller;Parter;ROGERIO;1,9;1,9;DEF;0,2;2026-06-30;
2021-22;2021-08-30;Vanndoria;;KARAMOH;0,0;0,95;IND;;;
2021-22;2021-08-30;Der Holzfaller;;HARASLIN;0,0;0,05;IND;;;
2021-22;2021-08-31;Agghiaggiande;;HAUGE;0,0;0,05;IND;;;
2021-22;2021-08-31;Vanndoria;;MIRANTE;0,0;0,05;IND;;;
2021-22;2021-08-31;Der Holzfaller;FK Partizena;ILICIC;3,2;3,2;DEF;0,1;2022-08-31;
2021-22;2021-08-31;FK Partizena;Der Holzfaller;PERISIC;2,8;2,8;DEF;0,1;2022-07-01;
2021-22;2021-08-31;Agghiaggiande;;GALABINOV;0,0;0,05;IND;;;
2021-22;2021-08-31;Vanndoria;Vanndoria;DIAWARA;0,2;0,0;SVI;;;
2021-22;2021-08-31;Big Black Cimamori;;ZAJC;0,0;0,7;IND;;;
2021-22;2021-08-31;Der Holzfaller;;MAN;0,0;0,2;IND;;;
2021-22;2021-08-31;Vanndoria;;LAMMERS;0,0;2,4;IND;;;
2021-22;2021-08-31;Der Holzfaller;;GOLLINI;0,0;1,2;IND;;;
2021-22;2021-08-31;ACDF;;RICCI M.;0,0;1,15;IND;;;
2021-22;2021-08-31;ACDF;;LETIZIA;0,0;1,5;IND;;;
2021-22;2021-08-31;Vanndoria;;TOMIYASU;0,0;2,5;IND;;;
2021-22;2021-08-31;Der Holzfaller;;INSIGNE R.;0,0;0,2;IND;;;
2021-22;2021-09-06;CSKA Moscow Mule;CSKA Moscow Mule;LINETTY;0,2;0,0;SVI;;;
2021-22;2021-09-06;Der Holzfaller;Der Holzfaller;DEPAOLI;0,2;0,0;SVI;;;
2021-22;2021-09-06;;Vanndoria;MAKSIMOVIC;1,25;0,0;DEF;0,1;2022-01-31;
2021-22;2021-09-06;;Parter;ROVELLA;0,6;0,0;DEF;;2022-01-31;P
2021-22;2021-09-06;;ACDF;NASTASIC;1,95;0,0;DEF;0,1;2022-08-31;
2021-22;2021-09-06;;Vanndoria;BELEC;0,15;0,0;DEF;0,05;2022-01-31;
2021-22;2021-09-06;;Big Black Cimamori;ABRAHAM;13,55;0,0;DEF;0,15;2025-06-30;
2021-22;2021-09-06;;Parter;UDOGIE;2,2;0,0;DEF;;2022-07-13;P
2021-22;2021-09-06;;Der Holzfaller;KALLON;0,15;0,0;DEF;;2022-06-30;P
2021-22;2021-09-06;;Der Holzfaller;NUYTINCK;1,35;0,0;DEF;0,15;2022-01-03;
2021-22;2021-09-06;;Parter;CAMBIASO;0,65;0,0;DEF;0,2;2026-06-30;
2021-22;2021-09-06;;ACDF;MAIGNAN;9,75;0,0;DEF;0,15;2025-06-30;
2021-22;2021-09-06;;Agghiaggiande;LOBOTKA;0,2;0,0;DEF;0,05;2023-06-30;
2021-22;2021-09-06;;Los Angeles;RUI PATRICIO;6,0;0,0;DEF;0,1;2024-06-30;
2021-22;2021-09-06;;Agghiaggiande;MARCHIZZA;1,2;0,0;DEF;0,15;2025-06-30;
2021-22;2021-09-06;;Agghiaggiande;DZEKO;8,5;0,0;DEF;0,15;2025-06-30;
2021-22;2021-09-06;;Big Black Cimamori;HANDANOVIC;6,0;0,0;DEF;0,05;2023-06-30;
2021-22;2021-09-06;;Big Black Cimamori;KEAN;9,1;0,0;DEF;0,15;2025-06-30;
2021-22;2021-09-06;;Agghiaggiande;CUTRONE;2,1;0,0;DEF;0,1;2022-01-28;
2021-22;2021-09-06;;Vanndoria;MILINKOVIC-SAVIC V.;6,75;0,0;DEF;0,1;2024-06-30;
2021-22;2021-09-06;;Olympique Bidet;GIROUD;7,5;0,0;DEF;0,1;2024-06-30;
2021-22;2021-09-06;;Parter;VICARIO;1,25;0,0;DEF;0,15;2025-06-30;
2021-22;2021-09-06;;Parter;MOLINA N.;3,15;0,0;DEF;0,15;2022-07-28;
2021-22;2021-09-06;;Agghiaggiande;CHIRICHES;0,7;0,0;DEF;0,05;2023-06-30;
2021-22;2021-09-06;;Olympique Bidet;DUMFRIES;4,8;0,0;DEF;0,15;2025-06-30;
2021-22;2021-09-06;;Parter;RICCI S.;2,15;0,0;DEF;0,1;2024-06-30;
2021-22;2021-09-06;;FK Partizena;CECCHERINI;1,0;0,0;DEF;0,1;2024-06-30;
2021-22;2021-09-06;;ACDF;MAGNANI;0,6;0,0;DEF;0,05;2023-06-30;
2021-22;2021-09-06;;Los Angeles;VINA;3,05;0,0;DEF;0,15;2025-06-30;
2021-22;2021-09-06;;CSKA Moscow Mule;KAIO JORGE;1,75;0,0;DEF;;2022-08-31;P
2021-22;2021-09-06;;Vanndoria;BETO;0,95;0,0;DEF;0,05;2022-07-15;
2021-22;2021-09-06;;Agghiaggiande;PELLEGRI;0,1;0,0;DEF;;2024-06-30;
2021-22;2021-09-06;;Agghiaggiande;VERDE;0,75;0,0;DEF;0,1;2024-06-30;
2021-22;2021-09-06;;ACDF;TORREIRA;3,55;0,0;DEF;0,1;2022-08-07;
2021-22;2021-09-06;;Der Holzfaller;CANDREVA;1,05;0,0;DEF;0,1;2024-06-30;
2021-22;2021-09-06;;Der Holzfaller;BREKALO;0,15;0,0;DEF;0,1;2022-07-01;
2021-22;2021-09-06;;Big Black Cimamori;ISMAJLI;0,7;0,0;DEF;0,02;2022-06-30;
2021-22;2021-09-06;;FK Partizena;ZAMBO ANGUISSA;0,15;0,0;DEF;0,05;2022-01-03;
2021-22;2021-09-06;;Agghiaggiande;MARIN;1,85;0,0;DEF;0,15;2022-07-29;
2021-22;2021-09-06;;Los Angeles;FELIPE ANDERSON;7,6;0,0;DEF;0,15;2022-07-11;
2021-22;2021-09-06;;Der Holzfaller;KOOPMEINERS;1,4;0,0;DEF;0,2;2022-08-20;
2021-22;2021-09-06;;Big Black Cimamori;HAPS;0,15;0,0;DEF;0,05;2023-06-30;
2021-22;2021-09-06;;CSKA Moscow Mule;PRAET;4,75;0,0;DEF;0,1;2022-01-12;
2021-22;2021-09-06;;Der Holzfaller;PEDRO;3,8;0,0;DEF;0,15;2025-06-30;
