Data;Nome;Titolarita;Voto;Gf;Gs;Rp;Rs;Rf;Au;Amm;Esp;Ass;Giornata;Stagione
16/09/2019;ZIELINSKI;1;6,5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;ZAPATA D.;1;7,5;1;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;GOSENS;0;6,5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;VERETOUT;1;6,5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;MASIELLO;0;6;0;0;0;0;0;0;1;0;0;3;2019-20
16/09/2019;VERDI;1;5,5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;VAVRO;1;5,5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;FREULER;0;6;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;TOMIYASU;1;6;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;PASALIC;0;5,5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;TOLOI;1;6,5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;MURIEL;0;7;0;0;0;0;1;0;0;0;0;3;2019-20
16/09/2019;SZCZESNY;1;6,5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;SKORUPSKI;1;6;0;3;0;0;0;0;0;0;0;3;2019-20
16/09/2019;BANI;0;6,5;1;0;0;0;0;0;1;0;0;3;2019-20
16/09/2019;DENSWIL;1;5,5;0;0;0;0;0;0;1;0;0;3;2019-20
16/09/2019;DIJKS;0;6;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;SUSO;1;5,5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;SORIANO;0;5,5;0;0;0;0;0;0;1;0;0;3;2019-20
16/09/2019;STRAKOSHA;1;5,5;0;2;0;0;0;0;0;0;0;3;2019-20
16/09/2019;DZEMAILI;0;5,5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;POLI;0;6,5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;SKRINIAR;1;6,5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;PALACIO;0;7,5;1;0;0;0;0;0;0;0;1;3;2019-20
16/09/2019;SANSONE;0;6;0;0;0;0;0;0;0;0;1;3;2019-20
16/09/2019;SANTANDER;0;5;0;0;0;0;0;0;1;0;0;3;2019-20
16/09/2019;SKOV OLSEN;0;;0;0;0;0;0;0;1;0;0;3;2019-20
16/09/2019;JORONEN;0;5,5;0;4;0;0;0;0;0;0;0;3;2019-20
16/09/2019;SIRIGU;1;5,5;0;2;0;0;0;0;0;0;0;3;2019-20
16/09/2019;SIMEONE;1;7;1;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;MATEJU;1;5,5;0;0;0;0;0;0;0;0;1;3;2019-20
16/09/2019;SABELLI;0;5,5;0;0;0;0;0;1;0;0;0;3;2019-20
16/09/2019;TONALI;0;6,5;0;0;0;0;0;0;0;0;1;3;2019-20
16/09/2019;ROMULO;0;6,5;0;0;0;0;0;0;0;0;1;3;2019-20
16/09/2019;ZMRHAL;0;6;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;BISOLI;0;6;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;DESSENA;0;4,5;0;0;0;0;0;0;0;1;0;3;2019-20
16/09/2019;SPALEK;0;;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;AYE';0;5,5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;DONNARUMMA AL;0;7,5;2;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;MATRI;0;;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;OLSEN;0;7;0;1;0;0;0;0;0;0;0;3;2019-20
16/09/2019;PISACANE;0;6;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;PELLEGRINI LU.;0;6;0;0;0;0;0;0;1;0;0;3;2019-20
16/09/2019;CACCIATORE;0;6;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;SENSI;1;7;1;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;KLAVAN;0;6;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;LYKOGIANNIS;0;6;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;NANDEZ;0;7;0;0;0;0;0;0;1;0;0;3;2019-20
16/09/2019;SCHONE;1;5,5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;CIGARINI;0;7;0;0;0;0;0;0;0;0;1;3;2019-20
16/09/2019;IONITA;0;;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;ROG;1;6,5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;SANCHEZ;1;5,5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;JOAO PEDRO;1;6;0;0;0;0;0;0;1;0;0;3;2019-20
16/09/2019;DRAGOWSKI;0;6;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;LIROLA;0;6;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;CECCHERINI;0;;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;RUIZ;1;6;0;0;0;0;0;0;1;0;0;3;2019-20
16/09/2019;PEZZELLA GER.;0;6,5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;RODRIGUEZ R.;1;6;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;CACERES;0;6,5;0;0;0;0;0;0;1;0;0;3;2019-20
16/09/2019;RIBERY;1;7;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;CASTROVILLI;0;7;0;0;0;0;0;0;1;0;0;3;2019-20
16/09/2019;BADELJ;0;6,5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;RADU I.;1;6;0;2;0;0;0;0;0;0;0;3;2019-20
16/09/2019;RADU;1;5;0;0;0;0;0;0;1;0;0;3;2019-20
16/09/2019;ZURKOWSKI;0;;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;BOATENG;0;6;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;PULGAR;1;6;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;ANKERSEN;0;;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;BARRECA;0;6;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;PINAMONTI;1;5,5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;GHIGLIONE;1;5,5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;ROMERO;0;6;0;0;0;0;0;0;1;0;0;3;2019-20
16/09/2019;ZAPATA C.;0;5;0;0;0;0;0;0;1;0;0;3;2019-20
16/09/2019;LERAGER;0;6;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;RADOVANOVIC;0;6;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;PIATEK;1;6,5;0;0;0;0;1;0;1;0;0;3;2019-20
16/09/2019;SAPONARA;0;6;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;KOUAME';1;6,5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;PANDEV;0;;0;0;0;0;0;0;1;0;0;3;2019-20
16/09/2019;PELLEGRINI LO.;1;8;0;0;0;0;0;0;1;0;3;3;2019-20
16/09/2019;PAU LOPEZ;1;6;0;2;0;0;0;0;0;0;0;3;2019-20
16/09/2019;ASAMOAH;0;6;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;ORSOLINI;1;7,5;1;0;0;0;0;0;0;0;1;3;2019-20
16/09/2019;OBIANG;1;4,5;0;0;0;0;0;0;1;0;0;3;2019-20
16/09/2019;MULDUR;1;6;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;MKHITARYAN;1;7;1;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;MILINKOVIC-SAVIC;1;5,5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;MILENKOVIC;1;6,5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;GAGLIARDINI;0;6;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;MERTENS;1;7,5;2;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;MERET;1;7;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;MARTINEZ L.;0;6;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;POLITANO;0;6;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;MEITE';1;5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;MEDEL;1;5,5;0;0;0;0;0;0;1;0;0;3;2019-20
16/09/2019;MARIO RUI;1;6;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;MANCINI;1;6;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;DE LIGT;1;5,5;0;0;0;0;0;0;1;0;0;3;2019-20
16/09/2019;DANILO;1;5,5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;DOUGLAS COSTA;0;;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;LUKAKU;1;5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;MATUIDI;1;6;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;PJANIC;1;5,5;0;0;0;0;0;0;1;0;0;3;2019-20
16/09/2019;BENTANCUR;0;6;0;0;0;0;0;0;1;0;0;3;2019-20
16/09/2019;BERNARDESCHI;1;5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;CUADRADO;0;6;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;RONALDO;1;5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;HIGUAIN;1;5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;LUIS ALBERTO;1;6;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;LLORENTE;1;6,5;0;0;0;0;0;0;0;0;1;3;2019-20
16/09/2019;PATRIC;0;5,5;0;0;0;0;0;0;1;0;0;3;2019-20
16/09/2019;LAZZARI;1;6;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;KURTIC;1;7;1;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;LULIC;0;5,5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;KOULIBALY;1;6,5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;PAROLO;0;6;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;KOLAROV;1;7;0;0;0;0;0;0;0;0;1;3;2019-20
16/09/2019;LUCAS LEIVA;1;6;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;KHEDIRA;1;6;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;CAICEDO;0;6;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;CORREA;0;5,5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;KESSIE';1;5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;GABRIEL;0;6,5;0;1;0;0;0;0;0;0;0;3;2019-20
16/09/2019;CALDERONI;0;7;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;RISPOLI;0;6;0;0;0;0;0;0;1;0;0;3;2019-20
16/09/2019;LUCIONI;0;6,5;0;0;0;0;0;0;1;0;0;3;2019-20
16/09/2019;ROSSETTINI;0;5,5;0;0;0;0;0;0;1;0;0;3;2019-20
16/09/2019;MAJER;0;7;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;MANCOSU;0;7;1;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;SHAKHOV;0;;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;TABANELLI;0;5,5;0;0;0;0;0;0;1;0;0;3;2019-20
16/09/2019;TACHTSIDIS;0;6;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;BABACAR;0;6,5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;FALCO;0;7,5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;LAPADULA;0;5,5;0;0;0;0;0;0;1;0;0;3;2019-20
16/09/2019;FARIAS;0;6,5;1;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;IZZO;1;6,5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;INSIGNE;1;6;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;MUSACCHIO;1;6;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;INGLESE;1;5,5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;ROMAGNOLI;0;6,5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;BIGLIA;0;5,5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;IMMOBILE;1;6;0;0;0;0;1;0;0;0;0;3;2019-20
16/09/2019;ILICIC;1;5,5;0;0;0;0;0;0;1;0;0;3;2019-20
16/09/2019;PAQUETA';0;5;0;0;0;0;0;0;1;0;0;3;2019-20
16/09/2019;HATEBOER;1;5,5;0;0;0;0;0;0;1;0;0;3;2019-20
16/09/2019;REBIC;0;5,5;0;0;0;0;0;0;1;0;0;3;2019-20
16/09/2019;HANDANOVIC;1;6,5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;GOMEZ;1;6;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;GOLLINI;1;6,5;0;1;0;0;0;0;0;0;0;3;2019-20
16/09/2019;GODIN;1;6,5;0;0;0;0;0;0;0;0;1;3;2019-20
16/09/2019;MAKSIMOVIC;0;6;0;0;0;0;0;0;1;0;0;3;2019-20
16/09/2019;GERVINHO;1;5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;CALLEJON;0;6,5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;ELMAS;0;6,5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;FLORENZI;1;6;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;YOUNES;0;;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;FAZIO;1;6;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;DZEKO;1;7,5;1;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;LOZANO;0;6;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;DONNARUMMA G.;1;6;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;DJIMSITI;1;5,5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;SEPE;0;5,5;0;3;0;0;0;0;0;0;0;3;2019-20
16/09/2019;DJIDJI;1;5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;DI LORENZO;1;6,5;0;0;0;0;0;0;0;0;1;3;2019-20
16/09/2019;GAGLIOLO;1;4,5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;PEZZELLA GIU.;0;5,5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;IACOPONI;0;5,5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;HERNANI;0;6;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;KULUSEVSKI;0;6,5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;BRUGMAN;0;6;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;BARILLA';0;5,5;1;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;CORNELIUS;0;5,5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;DI FRANCESCO F;1;6;0;0;0;0;0;0;1;0;0;3;2019-20
16/09/2019;DE VRIJ;1;6,5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;SPROCATI;0;;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;DE ROON;1;6;0;0;0;0;0;0;0;0;1;3;2019-20
16/09/2019;DE PAUL;1;4;0;0;0;0;0;0;0;1;0;3;2019-20
16/09/2019;DARMIAN;1;6,5;0;0;0;0;0;0;0;0;1;3;2019-20
16/09/2019;DALBERT;1;7;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;CRISTANTE;1;7;1;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;SPINAZZOLA;0;6;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;PASTORE;0;;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;CRISCITO;1;7;0;0;0;0;1;0;0;0;0;3;2019-20
16/09/2019;CISTANA;1;6,5;1;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;ZANIOLO;0;6;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;CHIESA;1;6,5;0;0;0;0;0;0;1;0;0;3;2019-20
16/09/2019;CHANCELLOR;1;5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;KLUIVERT;0;7;1;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;CEPPITELLI;1;8;2;0;0;0;0;0;1;0;0;3;2019-20
16/09/2019;AUDERO;0;6;0;2;0;0;0;0;0;0;0;3;2019-20
16/09/2019;BERESZYNSKI;0;6;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;DEPAOLI;0;;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;FERRARI A.;0;6;0;0;0;0;0;0;1;0;0;3;2019-20
16/09/2019;MURILLO;0;5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;MURRU;0;5,5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;REGINI;0;5,5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;LINETTY;0;6;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;LERIS;0;6;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;EKDAL;0;6,5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;RIGONI E;0;5,5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;CAPRARI;0;5,5;0;0;0;0;0;0;1;0;0;3;2019-20
16/09/2019;GABBIADINI;0;6;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;QUAGLIARELLA;0;6;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;CONSIGLI;0;5,5;0;4;0;0;0;0;0;0;0;3;2019-20
16/09/2019;CHIRICHES;0;5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;MARLON;0;4,5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;PELUSO;0;5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;TOLJAN;0;6;0;0;0;0;0;0;1;0;0;3;2019-20
16/09/2019;CASTRO;1;6;0;0;0;0;0;0;1;0;0;3;2019-20
16/09/2019;FERRARI G.;0;4,5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;DUNCAN;0;5,5;0;0;0;0;0;0;0;0;1;3;2019-20
16/09/2019;LOCATELLI;0;5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;CAPUTO;1;5,5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;TRAORE' HJ.;0;;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;BERARDI;1;7,5;2;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;CANDREVA;1;6;0;0;0;0;0;0;1;0;0;3;2019-20
16/09/2019;DEFREL;0;6;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;BERISHA E;0;6;0;1;0;0;0;0;0;0;0;3;2019-20
16/09/2019;FELIPE;0;;0;0;0;0;0;0;1;0;0;3;2019-20
16/09/2019;TOMOVIC;0;5,5;0;0;0;0;0;0;1;0;1;3;2019-20
16/09/2019;VICARI;0;6,5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;SALA;0;6;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;RECA;0;5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;CIONEK;0;7;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;MURGIA;0;6,5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;D'ALESSANDRO;1;6;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;STREFEZZA;0;6,5;0;0;0;0;0;0;1;0;0;3;2019-20
16/09/2019;CALHANOGLU;1;6;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;CALABRIA;1;5,5;0;0;0;0;0;0;0;1;0;3;2019-20
16/09/2019;MISSIROLI;0;6,5;0;0;0;0;0;0;1;0;0;3;2019-20
16/09/2019;PETAGNA;0;7;1;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;BRUNO ALVES;1;5,5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;DE SILVESTRI;0;5,5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;BROZOVIC;1;5,5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;BONUCCI;1;6;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;BONIFAZI;1;5,5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;BELOTTI;1;6,5;0;0;0;0;1;0;0;0;0;3;2019-20
16/09/2019;BASELLI;0;5,5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;LAXALT;0;;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;BARELLA;1;5,5;0;0;0;0;0;0;1;0;0;3;2019-20
16/09/2019;BERENGUER;0;5,5;0;0;0;0;0;0;1;0;0;3;2019-20
16/09/2019;ALEX SANDRO;1;6;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;RINCON;0;5,5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;ZAZA;0;6;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;AINA;1;5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;MUSSO;0;7;0;1;0;0;0;0;0;0;0;3;2019-20
16/09/2019;DE MAIO;0;6,5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;OPOKU;0;6;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;RODRIGO BECAO;0;5;0;0;0;0;0;0;1;0;0;3;2019-20
16/09/2019;STRYGER LARSEN;0;5,5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;BARAK;0;5,5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;ACERBI;1;6;0;0;0;0;0;0;1;0;0;3;2019-20
16/09/2019;FOFANA;0;5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;JAJALO;0;5,5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;MANDRAGORA;0;;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;WALACE;0;6;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;SEMA;0;5,5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;LASAGNA;0;5,5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;PUSSETTO;0;;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;SILVESTRI;0;6;0;1;0;0;0;0;1;0;0;3;2019-20
16/09/2019;FARAONI;0;6;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;GUNTER;0;5;0;0;0;0;0;0;1;0;0;3;2019-20
16/09/2019;KUMBULLA;0;6,5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;RRAHMANI;0;6,5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;VERRE;0;6,5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;PESSINA;0;5,5;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;LAZOVIC;0;6;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;AMRABAT;0;6;0;0;0;0;0;0;1;0;0;3;2019-20
16/09/2019;MIGUEL VELOSO;0;5,5;0;0;0;0;0;0;1;0;0;3;2019-20
16/09/2019;ZACCAGNI;0;6;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;TUTINO;0;;0;0;0;0;0;0;0;0;0;3;2019-20
16/09/2019;STEPINSKI;0;4;0;0;0;0;0;0;0;1;0;3;2019-20
16/09/2019;DI CARMINE;0;;0;0;0;0;0;0;0;0;0;3;2019-20
22/09/2019;GOLLINI;0;6;0;2;0;0;0;0;0;0;0;4;2019-20
22/09/2019;CASTAGNE;1;7;1;0;0;0;0;0;0;0;0;4;2019-20
22/09/2019;DJIMSITI;1;6;0;0;0;0;0;0;0;0;0;4;2019-20
22/09/2019;GOSENS;0;6;0;0;0;0;0;0;0;0;0;4;2019-20
22/09/2019;MASIELLO;0;6;0;0;0;0;0;0;0;0;0;4;2019-20
22/09/2019;ARANA;0;;0;0;0;0;0;0;0;0;0;4;2019-20
22/09/2019;PALOMINO;0;5;0;0;0;0;0;1;0;0;0;4;2019-20
22/09/2019;GOMEZ;1;6,5;0;0;0;0;0;0;0;0;1;4;2019-20
22/09/2019;MALINOVSKYI;1;6;0;0;0;0;0;0;0;0;0;4;2019-20
22/09/2019;PASALIC;0;5,5;0;0;0;0;0;0;1;0;0;4;2019-20
22/09/2019;DE ROON;0;5,5;0;0;0;0;0;0;1;0;0;4;2019-20
22/09/2019;ILICIC;0;7;1;0;0;0;0;0;0;0;0;4;2019-20
22/09/2019;MURIEL;0;6;0;0;0;0;0;0;0;0;0;4;2019-20
22/09/2019;ZAPATA D.;1;5;0;0;0;0;0;0;0;0;0;4;2019-20
22/09/2019;SKORUPSKI;0;5,5;0;2;0;0;0;0;0;0;0;4;2019-20
22/09/2019;BANI;0;6,5;0;0;0;0;0;0;0;0;0;4;2019-20
22/09/2019;DENSWIL;0;5;0;0;0;0;0;0;0;0;0;4;2019-20
22/09/2019;DIJKS;1;6;0;0;0;0;0;0;1;0;0;4;2019-20
22/09/2019;TOMIYASU;1;5,5;0;0;0;0;0;0;1;0;0;4;2019-20
22/09/2019;SORIANO;0;6;0;0;0;0;0;0;0;0;0;4;2019-20
22/09/2019;MEDEL;0;6;0;0;0;0;0;0;0;0;0;4;2019-20
22/09/2019;KREJCI;0;6;0;0;0;0;0;0;0;0;0;4;2019-20
22/09/2019;POLI;0;6;0;0;0;0;0;0;1;0;0;4;2019-20
22/09/2019;DESTRO;0;5,5;0;0;0;0;0;0;0;0;0;4;2019-20
22/09/2019;ORSOLINI;1;6;0;0;0;0;0;0;0;0;0;4;2019-20
22/09/2019;PALACIO;0;5,5;0;0;0;0;0;0;0;0;0;4;2019-20
22/09/2019;SANSONE;0;7;0;0;0;0;1;0;0;0;0;4;2019-20
22/09/2019;SANTANDER;0;6;0;0;0;0;0;0;0;0;0;4;2019-20
22/09/2019;JORONEN;0;6;0;0;0;0;0;0;0;0;0;4;2019-20
22/09/2019;CHANCELLOR;1;6,5;0;0;0;0;0;0;1;0;0;4;2019-20
22/09/2019;CISTANA;1;7;0;0;0;0;0;0;0;0;0;4;2019-20
22/09/2019;GASTALDELLO;0;6;0;0;0;0;0;0;0;0;0;4;2019-20
22/09/2019;MATEJU;0;6,5;0;0;0;0;0;0;1;0;0;4;2019-20
22/09/2019;SABELLI;0;6;0;0;0;0;0;0;0;0;0;4;2019-20
22/09/2019;ROMULO;1;7;1;0;0;0;0;0;0;0;0;4;2019-20
22/09/2019;ZMRHAL;0;;0;0;0;0;0;0;0;0;0;4;2019-20
22/09/2019;BISOLI;0;6,5;0;0;0;0;0;0;1;0;0;4;2019-20
22/09/2019;SPALEK;0;5,5;0;0;0;0;0;0;0;0;0;4;2019-20
22/09/2019;TONALI;0;7;0;0;0;0;0;0;0;0;0;4;2019-20
22/09/2019;AYE';0;5,5;0;0;0;0;0;0;1;0;0;4;2019-20
