Stagione;Modulo;Ruolo;p1;p2;p3;p4;p5;p6;p7;p8;p9;p10;p11
2022-23;343;PC;0;0;0;0;0;0;0;0;0;1;0
2022-23;3412;Por;1;0;0;0;0;0;0;0;0;0;0
2022-23;3412;"DD; DS; DC";0;1;1;1;0;0;0;0;0;0;0
2022-23;3412;DC;0;1;1;1;0;0;0;0;0;0;0
2022-23;3412;"DD; DC";0;1;1;1;0;0;0;0;0;0;0
2022-23;3412;"DS; DC";0;1;1;1;0;0;0;0;0;0;0
2022-23;3412;"DD; DC; E";0;1;1;1;1;0;0;1;0;0;0
2022-23;3412;"DS; DC; E";0;1;1;1;1;0;0;1;0;0;0
2022-23;3412;"DD; DS; E";0;0;0;0;1;0;0;1;0;0;0
2022-23;3412;"DS; E";0;0;0;0;1;0;0;1;0;0;0
2022-23;3412;"DD; E";0;0;0;0;1;0;0;1;0;0;0
2022-23;3412;"DD; E; M";0;0;0;0;1;1;0;1;0;0;0
2022-23;3412;"DS; E; M";0;0;0;0;1;1;0;1;0;0;0
2022-23;3412;E;0;0;0;0;1;0;0;1;0;0;0
2022-23;3412;"E; M";0;0;0;0;1;1;0;1;0;0;0
2022-23;3412;"E; W";0;0;0;0;1;0;0;1;0;0;0
2022-23;3412;"E; C";0;0;0;0;1;1;1;1;0;0;0
2022-23;3412;"M; C";0;0;0;0;0;1;1;0;0;0;0
2022-23;3412;M;0;0;0;0;0;1;0;0;0;0;0
2022-23;3412;"C; T";0;0;0;0;0;1;1;0;1;0;0
2022-23;3412;C;0;0;0;0;0;1;1;0;0;0;0
2022-23;3412;"C; W";0;0;0;0;0;1;1;0;0;0;0
2022-23;3412;"C; W; T";0;0;0;0;0;1;1;0;1;0;0
2022-23;3412;"W; A";0;0;0;0;0;0;0;0;0;1;1
2022-23;3412;W;0;0;0;0;0;0;0;0;0;0;0
2022-23;3412;"W; T";0;0;0;0;0;0;0;0;1;0;0
2022-23;3412;"W; T; A";0;0;0;0;0;0;0;0;1;1;1
2022-23;3412;"T; A";0;0;0;0;0;0;0;0;1;1;1
2022-23;3412;T;0;0;0;0;0;0;0;0;1;0;0
2022-23;3412;A;0;0;0;0;0;0;0;0;0;1;1
2022-23;3412;PC;0;0;0;0;0;0;0;0;0;1;1
2022-23;3421;Por;1;0;0;0;0;0;0;0;0;0;0
2022-23;3421;"DD; DS; DC";0;1;1;1;0;0;0;0;0;0;0
2022-23;3421;DC;0;1;1;1;0;0;0;0;0;0;0
2022-23;3421;"DD; DC";0;1;1;1;0;0;0;0;0;0;0
2022-23;3421;"DS; DC";0;1;1;1;0;0;0;0;0;0;0
2022-23;3421;"DD; DC; E";0;1;1;1;1;0;0;1;0;0;0
2022-23;3421;"DS; DC; E";0;1;1;1;1;0;0;1;0;0;0
2022-23;3421;"DD; DS; E";0;0;0;0;1;0;0;1;0;0;0
2022-23;3421;"DS; E";0;0;0;0;1;0;0;1;0;0;0
2022-23;3421;"DD; E";0;0;0;0;1;0;0;1;0;0;0
2022-23;3421;"DD; E; M";0;0;0;0;1;1;1;1;0;0;0
2022-23;3421;"DS; E; M";0;0;0;0;1;1;1;1;0;0;0
2022-23;3421;E;0;0;0;0;1;0;0;1;0;0;0
2022-23;3421;"E; M";0;0;0;0;1;1;1;1;0;0;0
2022-23;3421;"E; W";0;0;0;0;1;0;0;1;0;0;0
2022-23;3421;"E; C";0;0;0;0;1;0;1;1;0;0;0
2022-23;3421;"M; C";0;0;0;0;0;1;1;0;0;0;0
2022-23;3421;M;0;0;0;0;0;1;1;0;0;0;0
2022-23;3421;"C; T";0;0;0;0;0;0;1;0;1;1;0
2022-23;3421;C;0;0;0;0;0;0;1;0;0;0;0
2022-23;3421;"C; W";0;0;0;0;1;0;1;0;0;0;0
2022-23;3421;"C; W; T";0;0;0;0;1;0;1;0;1;1;0
2022-23;3421;"W; A";0;0;0;0;1;0;0;0;0;1;1
2022-23;3421;W;0;0;0;0;1;0;0;0;0;0;0
2022-23;3421;"W; T";0;0;0;0;1;0;0;0;1;1;0
2022-23;3421;"W; T; A";0;0;0;0;1;0;0;0;1;1;1
2022-23;3421;"T; A";0;0;0;0;0;0;0;0;1;1;1
2022-23;3421;T;0;0;0;0;0;0;0;0;1;1;0
2022-23;3421;A;0;0;0;0;0;0;0;0;0;1;1
2022-23;3421;PC;0;0;0;0;0;0;0;0;0;0;1
2022-23;352;Por;1;0;0;0;0;0;0;0;0;0;0
2022-23;352;"DD; DS; DC";0;1;1;1;0;0;0;0;0;0;0
2022-23;352;DC;0;1;1;1;0;0;0;0;0;0;0
2022-23;352;"DD; DC";0;1;1;1;0;0;0;0;0;0;0
2022-23;352;"DS; DC";0;1;1;1;0;0;0;0;0;0;0
2022-23;352;"DD; DC; E";0;1;1;1;1;0;0;0;1;0;0
2022-23;352;"DS; DC; E";0;1;1;1;1;0;0;0;1;0;0
2022-23;352;"DD; DS; E";0;0;0;0;1;0;0;0;1;0;0
2022-23;352;"DS; E";0;0;0;0;1;0;0;0;1;0;0
2022-23;352;"DD; E";0;0;0;0;1;0;0;0;1;0;0
2022-23;352;"DD; E; M";0;0;0;0;1;1;1;0;1;0;0
2022-23;352;"DS; E; M";0;0;0;0;1;1;1;0;1;0;0
2022-23;352;E;0;0;0;0;1;0;0;0;1;0;0
2022-23;352;"E; M";0;0;0;0;1;1;1;0;1;0;0
2022-23;352;"E; W";0;0;0;0;1;0;0;0;1;0;0
2022-23;352;"E; C";0;0;0;0;1;1;0;1;0;0;0
2022-23;352;"M; C";0;0;0;0;0;1;1;1;0;0;0
2022-23;352;M;0;0;0;0;0;1;1;0;0;0;0
2022-23;352;"C; T";0;0;0;0;0;1;0;1;0;0;0
2022-23;352;C;0;0;0;0;0;1;0;1;0;0;0
2022-23;352;"C; W";0;0;0;0;1;1;0;1;0;0;0
2022-23;352;"C; W; T";0;0;0;0;1;1;0;1;0;0;0
2022-23;352;"W; A";0;0;0;0;1;0;0;0;0;1;1
2022-23;352;W;0;0;0;0;1;0;0;0;0;0;0
2022-23;352;"W; T";0;0;0;0;1;0;0;0;0;0;0
2022-23;352;"W; T; A";0;0;0;0;1;0;0;0;0;1;1
2022-23;352;"T; A";0;0;0;0;0;0;0;0;0;1;1
2022-23;352;T;0;0;0;0;0;0;0;0;0;0;0
2022-23;352;A;0;0;0;0;0;0;0;0;0;1;1
2022-23;352;PC;0;0;0;0;0;0;0;0;0;1;1
2022-23;3511;Por;1;0;0;0;0;0;0;0;0;0;0
2022-23;3511;"DD; DS; DC";0;1;1;1;0;0;0;0;0;0;0
2022-23;3511;DC;0;1;1;1;0;0;0;0;0;0;0
2022-23;3511;"DD; DC";0;1;1;1;0;0;0;0;0;0;0
2022-23;3511;"DS; DC";0;1;1;1;0;0;0;0;0;0;0
2022-23;3511;"DD; DC; E";0;1;1;1;1;0;0;0;1;0;0
2022-23;3511;"DS; DC; E";0;1;1;1;1;0;0;0;1;0;0
2022-23;3511;"DD; DS; E";0;0;0;0;1;0;0;0;1;0;0
2022-23;3511;"DS; E";0;0;0;0;1;0;0;0;1;0;0
2022-23;3511;"DD; E";0;0;0;0;1;0;0;0;1;0;0
2022-23;3511;"DD; E; M";0;0;0;0;1;1;0;1;1;0;0
2022-23;3511;"DS; E; M";0;0;0;0;1;1;0;1;1;0;0
2022-23;3511;E;0;0;0;0;1;0;0;0;1;0;0
2022-23;3511;"E; M";0;0;0;0;1;1;0;1;1;0;0
2022-23;3511;"E; W";0;0;0;0;1;0;0;0;1;0;0
2022-23;3511;"E; C";0;0;0;0;1;0;1;0;1;0;0
2022-23;3511;"M; C";0;0;0;0;0;1;1;1;0;0;0
2022-23;3511;M;0;0;0;0;0;1;0;1;0;0;0
2022-23;3511;"C; T";0;0;0;0;0;0;1;0;0;1;0
2022-23;3511;C;0;0;0;0;0;0;1;0;0;0;0
2022-23;3511;"C; W";0;0;0;0;1;0;1;0;1;0;0
2022-23;3511;"C; W; T";0;0;0;0;1;0;1;0;1;1;0
2022-23;3511;"W; A";0;0;0;0;1;0;0;0;1;1;1
2022-23;3511;W;0;0;0;0;1;0;0;0;1;0;0
2022-23;3511;"W; T";0;0;0;0;1;0;0;0;1;1;0
2022-23;3511;"W; T; A";0;0;0;0;1;0;0;0;1;1;1
2022-23;3511;"T; A";0;0;0;0;0;0;0;0;0;1;1
2022-23;3511;T;0;0;0;0;0;0;0;0;0;1;0
2022-23;3511;A;0;0;0;0;0;0;0;0;0;1;1
2022-23;3511;PC;0;0;0;0;0;0;0;0;0;0;1
2022-23;433;Por;1;0;0;0;0;0;0;0;0;0;0
2022-23;433;"DD; DS; DC";0;1;1;1;1;0;0;0;0;0;0
2022-23;433;DC;0;0;1;1;0;0;0;0;0;0;0
2022-23;433;"DD; DC";0;1;1;1;0;0;0;0;0;0;0
2022-23;433;"DS; DC";0;0;1;1;1;0;0;0;0;0;0
2022-23;433;"DD; DC; E";0;1;1;1;0;0;0;0;0;0;0
2022-23;433;"DS; DC; E";0;0;1;1;1;0;0;0;0;0;0
2022-23;433;"DD; DS; E";0;1;0;0;1;0;0;0;0;0;0
2022-23;433;"DS; E";0;0;0;0;1;0;0;0;0;0;0
2022-23;433;"DD; E";0;1;0;0;0;0;0;0;0;0;0
2022-23;433;"DD; E; M";0;1;0;0;0;1;1;0;0;0;0
2022-23;433;"DS; E; M";0;0;0;0;1;1;1;0;0;0;0
2022-23;433;E;0;0;0;0;0;0;0;0;0;0;0
2022-23;433;"E; M";0;0;0;0;0;1;1;0;0;0;0
2022-23;433;"E; W";0;0;0;0;0;0;0;0;1;0;1
2022-23;433;"E; C";0;0;0;0;0;1;0;1;0;0;0
2022-23;433;"M; C";0;0;0;0;0;1;1;1;0;0;0
2022-23;433;M;0;0;0;0;0;1;1;0;0;0;0
2022-23;433;"C; T";0;0;0;0;0;1;0;1;0;0;0
2022-23;433;C;0;0;0;0;0;1;0;1;0;0;0
2022-23;433;"C; W";0;0;0;0;0;1;0;1;1;0;1
2022-23;433;"C; W; T";0;0;0;0;0;1;0;1;1;0;1
2022-23;433;"W; A";0;0;0;0;0;0;0;0;1;1;1
2022-23;433;W;0;0;0;0;0;0;0;0;1;0;1
2022-23;433;"W; T";0;0;0;0;0;0;0;0;1;0;1
2022-23;433;"W; T; A";0;0;0;0;0;0;0;0;1;1;1
2022-23;433;"T; A";0;0;0;0;0;0;0;0;1;1;1
2022-23;433;T;0;0;0;0;0;0;0;0;0;0;0
2022-23;433;A;0;0;0;0;0;0;0;0;1;1;1
2022-23;433;PC;0;0;0;0;0;0;0;0;0;1;0
2022-23;4312;Por;1;0;0;0;0;0;0;0;0;0;0
2022-23;4312;"DD; DS; DC";0;1;1;1;1;0;0;0;0;0;0
2022-23;4312;DC;0;0;1;1;0;0;0;0;0;0;0
2022-23;4312;"DD; DC";0;1;1;1;0;0;0;0;0;0;0
2022-23;4312;"DS; DC";0;0;1;1;1;0;0;0;0;0;0
2022-23;4312;"DD; DC; E";0;1;1;1;0;0;0;0;0;0;0
2022-23;4312;"DS; DC; E";0;0;1;1;1;0;0;0;0;0;0
2022-23;4312;"DD; DS; E";0;1;0;0;1;0;0;0;0;0;0
2022-23;4312;"DS; E";0;0;0;0;1;0;0;0;0;0;0
2022-23;4312;"DD; E";0;1;0;0;0;0;0;0;0;0;0
2022-23;4312;"DD; E; M";0;1;0;0;0;1;1;0;0;0;0
2022-23;4312;"DS; E; M";0;0;0;0;1;1;1;0;0;0;0
2022-23;4312;E;0;0;0;0;0;0;0;0;0;0;0
2022-23;4312;"E; M";0;0;0;0;0;1;1;0;0;0;0
2022-23;4312;"E; W";0;0;0;0;0;0;0;0;0;0;0
2022-23;4312;"E; C";0;0;0;0;0;1;0;1;0;0;0
2022-23;4312;"M; C";0;0;0;0;0;1;1;1;0;0;0
2022-23;4312;M;0;0;0;0;0;1;1;0;0;0;0
2022-23;4312;"C; T";0;0;0;0;0;1;0;1;1;1;0
2022-23;4312;C;0;0;0;0;0;1;0;1;0;0;0
2022-23;4312;"C; W";0;0;0;0;0;1;0;1;0;0;0
2022-23;4312;"C; W; T";0;0;0;0;0;1;0;1;1;1;0
2022-23;4312;"W; A";0;0;0;0;0;0;0;0;0;1;1
2022-23;4312;W;0;0;0;0;0;0;0;0;0;0;0
2022-23;4312;"W; T";0;0;0;0;0;0;0;0;1;1;0
2022-23;4312;"W; T; A";0;0;0;0;0;0;0;0;1;1;1
2022-23;4312;"T; A";0;0;0;0;0;0;0;0;1;1;1
2022-23;4312;T;0;0;0;0;0;0;0;0;1;1;0
2022-23;4312;A;0;0;0;0;0;0;0;0;0;1;1
2022-23;4312;PC;0;0;0;0;0;0;0;0;0;1;1
2022-23;442;Por;1;0;0;0;0;0;0;0;0;0;0
2022-23;442;"DD; DS; DC";0;1;1;1;1;0;0;0;0;0;0
2022-23;442;DC;0;0;1;1;0;0;0;0;0;0;0
2022-23;442;"DD; DC";0;1;1;1;0;0;0;0;0;0;0
2022-23;442;"DS; DC";0;0;1;1;1;0;0;0;0;0;0
2022-23;442;"DD; DC; E";0;1;1;1;0;1;0;0;1;0;0
2022-23;442;"DS; DC; E";0;0;1;1;1;1;0;0;1;0;0
2022-23;442;"DD; DS; E";0;1;0;0;1;1;0;0;1;0;0
2022-23;442;"DS; E";0;0;0;0;1;1;0;0;1;0;0
2022-23;442;"DD; E";0;1;0;0;0;1;0;0;1;0;0
2022-23;442;"DD; E; M";0;1;0;0;0;1;1;0;1;0;0
2022-23;442;"DS; E; M";0;0;0;0;1;1;1;0;1;0;0
2022-23;442;E;0;0;0;0;0;1;0;0;1;0;0
2022-23;442;"E; M";0;0;0;0;0;1;1;0;1;0;0
2022-23;442;"E; W";0;0;0;0;0;1;0;0;1;0;0
2022-23;442;"E; C";0;0;0;0;0;1;1;1;1;0;0
2022-23;442;"M; C";0;0;0;0;0;0;1;1;0;0;0
2022-23;442;M;0;0;0;0;0;0;1;0;0;0;0
2022-23;442;"C; T";0;0;0;0;0;0;1;1;0;0;0
2022-23;442;C;0;0;0;0;0;0;1;1;0;0;0
2022-23;442;"C; W";0;0;0;0;0;1;1;1;0;0;0
2022-23;442;"C; W; T";0;0;0;0;0;1;1;1;0;0;0
2022-23;442;"W; A";0;0;0;0;0;1;0;0;0;1;1
2022-23;442;W;0;0;0;0;0;1;0;0;0;0;0
2022-23;442;"W; T";0;0;0;0;0;1;0;0;0;0;0
2022-23;442;"W; T; A";0;0;0;0;0;1;0;0;0;1;1
2022-23;442;"T; A";0;0;0;0;0;0;0;0;0;1;1
2022-23;442;T;0;0;0;0;0;0;0;0;0;0;0
2022-23;442;A;0;0;0;0;0;0;0;0;0;1;1
2022-23;442;PC;0;0;0;0;0;0;0;0;0;1;1
2022-23;4141;Por;1;0;0;0;0;0;0;0;0;0;0
2022-23;4141;"DD; DS; DC";0;1;1;1;1;0;0;0;0;0;0
2022-23;4141;DC;0;0;1;1;0;0;0;0;0;0;0
2022-23;4141;"DD; DC";0;1;1;1;0;0;0;0;0;0;0
2022-23;4141;"DS; DC";0;0;1;1;1;0;0;0;0;0;0
2022-23;4141;"DD; DC; E";0;1;1;1;0;1;0;0;0;0;0
2022-23;4141;"DS; DC; E";0;0;1;1;1;1;0;0;0;0;0
2022-23;4141;"DD; DS; E";0;1;0;0;1;1;0;0;0;0;0
2022-23;4141;"DS; E";0;0;0;0;1;1;0;0;0;0;0
2022-23;4141;"DD; E";0;1;0;0;0;1;0;0;0;0;0
2022-23;4141;"DD; E; M";0;1;0;0;0;1;0;1;0;0;0
2022-23;4141;"DS; E; M";0;0;0;0;1;1;0;1;0;0;0
2022-23;4141;E;0;0;0;0;0;1;0;0;0;0;0
2022-23;4141;"E; M";0;0;0;0;0;1;0;1;0;0;0
2022-23;4141;"E; W";0;0;0;0;0;1;0;0;0;1;0
2022-23;4141;"E; C";0;0;0;0;0;1;1;0;0;0;0
2022-23;4141;"M; C";0;0;0;0;0;0;1;1;0;0;0
2022-23;4141;M;0;0;0;0;0;0;0;1;0;0;0
2022-23;4141;"C; T";0;0;0;0;0;0;1;0;1;0;0
2022-23;4141;C;0;0;0;0;0;0;1;0;0;0;0
2022-23;4141;"C; W";0;0;0;0;0;1;1;0;0;1;0
2022-23;4141;"C; W; T";0;0;0;0;0;1;1;0;1;1;0
2022-23;4141;"W; A";0;0;0;0;0;1;0;0;0;1;1
2022-23;4141;W;0;0;0;0;0;1;0;0;0;1;0
2022-23;4141;"W; T";0;0;0;0;0;1;1;0;1;1;0
2022-23;4141;"W; T; A";0;0;0;0;0;1;1;0;1;1;1
2022-23;4141;"T; A";0;0;0;0;0;0;1;0;1;0;1
2022-23;4141;T;0;0;0;0;0;0;1;0;1;0;0
2022-23;4141;A;0;0;0;0;0;0;0;0;0;0;1
2022-23;4141;PC;0;0;0;0;0;0;0;0;0;0;1
2022-23;4411;Por;1;0;0;0;0;0;0;0;0;0;0
2022-23;4411;"DD; DS; DC";0;1;1;1;1;0;0;0;0;0;0
2022-23;4411;DC;0;0;1;1;0;0;0;0;0;0;0
2022-23;4411;"DD; DC";0;1;1;1;0;0;0;0;0;0;0
2022-23;4411;"DS; DC";0;0;1;1;1;0;0;0;0;0;0
2022-23;4411;"DD; DC; E";0;1;1;1;0;1;0;0;1;0;0
2022-23;4411;"DS; DC; E";0;0;1;1;1;1;0;0;1;0;0
2022-23;4411;"DD; DS; E";0;1;0;0;1;1;0;0;1;0;0
2022-23;4411;"DS; E";0;0;0;0;1;1;0;0;1;0;0
2022-23;4411;"DD; E";0;1;0;0;0;1;0;0;1;0;0
2022-23;4411;"DD; E; M";0;1;0;0;0;1;1;0;1;0;0
2022-23;4411;"DS; E; M";0;0;0;0;1;1;1;0;1;0;0
2022-23;4411;E;0;0;0;0;0;1;0;0;1;0;0
2022-23;4411;"E; M";0;0;0;0;0;1;1;0;1;0;0
2022-23;4411;"E; W";0;0;0;0;0;1;0;0;1;0;0
2022-23;4411;"E; C";0;0;0;0;0;1;0;1;1;0;0
2022-23;4411;"M; C";0;0;0;0;0;0;1;1;0;0;0
2022-23;4411;M;0;0;0;0;0;0;1;0;0;0;0
2022-23;4411;"C; T";0;0;0;0;0;0;0;1;0;1;0
2022-23;4411;C;0;0;0;0;0;0;0;1;0;0;0
2022-23;4411;"C; W";0;0;0;0;0;1;0;1;1;0;0
2022-23;4411;"C; W; T";0;0;0;0;0;1;0;1;1;1;0
2022-23;4411;"W; A";0;0;0;0;0;1;0;0;1;1;1
2022-23;4411;W;0;0;0;0;0;1;0;0;1;0;0
2022-23;4411;"W; T";0;0;0;0;0;1;0;0;1;1;0
2022-23;4411;"W; T; A";0;0;0;0;0;1;0;0;1;1;1
2022-23;4411;"T; A";0;0;0;0;0;0;0;0;0;1;1
2022-23;4411;T;0;0;0;0;0;0;0;0;0;1;0
2022-23;4411;A;0;0;0;0;0;0;0;0;0;1;1
2022-23;4411;PC;0;0;0;0;0;0;0;0;0;0;1
2022-23;4231;Por;1;0;0;0;0;0;0;0;0;0;0
2022-23;4231;"DD; DS; DC";0;1;1;1;1;0;0;0;0;0;0
2022-23;4231;DC;0;0;1;1;0;0;0;0;0;0;0
2022-23;4231;"DD; DC";0;1;1;1;0;0;0;0;0;0;0
2022-23;4231;"DS; DC";0;0;1;1;1;0;0;0;0;0;0
2022-23;4231;"DD; DC; E";0;1;1;1;0;0;0;0;0;0;0
2022-23;4231;"DS; DC; E";0;0;1;1;1;0;0;0;0;0;0
2022-23;4231;"DD; DS; E";0;1;0;0;1;0;0;0;0;0;0
2022-23;4231;"DS; E";0;0;0;0;1;0;0;0;0;0;0
2022-23;4231;"DD; E";0;1;0;0;0;0;0;0;0;0;0
2022-23;4231;"DD; E; M";0;1;0;0;0;1;1;0;0;0;0
2022-23;4231;"DS; E; M";0;0;0;0;1;1;1;0;0;0;0
2022-23;4231;E;0;0;0;0;0;0;0;0;0;0;0
2022-23;4231;"E; M";0;0;0;0;0;1;1;0;0;0;0
2022-23;4231;"E; W";0;0;0;0;0;0;0;1;0;0;0
2022-23;4231;"E; C";0;0;0;0;0;0;1;0;0;0;0
2022-23;4231;"M; C";0;0;0;0;0;1;1;0;0;0;0
2022-23;4231;M;0;0;0;0;0;1;1;0;0;0;0
2022-23;4231;"C; T";0;0;0;0;0;0;1;1;1;0;0
2022-23;4231;C;0;0;0;0;0;0;1;0;0;0;0
2022-23;4231;"C; W";0;0;0;0;0;0;1;1;0;0;0
2022-23;4231;"C; W; T";0;0;0;0;0;0;1;1;1;0;0
2022-23;4231;"W; A";0;0;0;0;0;0;0;1;0;1;1
2022-23;4231;W;0;0;0;0;0;0;0;1;0;0;0
2022-23;4231;"W; T";0;0;0;0;0;0;0;1;1;0;0
2022-23;4231;"W; T; A";0;0;0;0;0;0;0;1;1;1;1
2022-23;4231;"T; A";0;0;0;0;0;0;0;1;1;1;1
2022-23;4231;T;0;0;0;0;0;0;0;1;1;0;0
2022-23;4231;A;0;0;0;0;0;0;0;0;0;1;1
2022-23;4231;PC;0;0;0;0;0;0;0;0;0;0;1
